,zip_code,latitude,longitude,county
1634,14608,43.154099,-77.62293,19
1635,14609,43.177093,-77.554873,19
1636,14610,43.142359,-77.545372,19
1637,14611,43.148316,-77.646987,19
1638,14612,43.26633,-77.676706,19
1639,14613,43.182171,-77.640175,19
1640,14614,43.157442,-77.615355,19
1641,14615,43.201207,-77.654749,19
1642,14616,43.234622,-77.657663,19
1643,14617,43.225497,-77.593527,19
1644,14618,43.114542,-77.554976,19
1645,14619,43.136456,-77.649477,19
1646,14620,43.128291,-77.605805,19
1647,14621,43.189939,-77.603649,19
1648,14622,43.215741,-77.552402,19
1649,14623,43.087349,-77.641862,19
1650,14624,43.1283,-77.731411,19
1651,14625,43.150035,-77.50552,19
1652,14626,43.216558,-77.710789,19
1653,14627,43.128664,-77.629144,19
1654,14701,42.08016,-79.25671,27
1655,14706,42.113246,-78.533146,13
1656,14707,42.07734,-78.06052,13
1657,14708,42.019219,-78.063617,13
1658,14709,42.356494,-77.982064,13
1659,14710,42.08777,-79.419847,27
1660,14711,42.326732,-78.119419,13
1661,14712,42.183745,-79.361923,27
1662,14714,42.296728,-78.233633,13
1663,14715,42.07653,-78.14475,13
1664,14716,42.390637,-79.445044,27
1665,14717,42.361647,-78.179701,13
1666,14718,42.345814,-79.287617,27
1667,14719,42.341958,-78.875953,17
1668,14720,42.108592,-79.281179,27
1669,14721,42.013905,-78.266442,13
1670,14722,42.209489,-79.468361,27
1671,14723,42.317698,-79.157224,27
1672,14724,42.046328,-79.66983,27
1673,14726,42.253585,-79.020279,17
1674,14727,42.206882,-78.297294,13
1675,14728,42.263333,-79.423176,27
1676,14729,42.408377,-78.743584,17
1677,14731,42.307351,-78.655503,17
1678,14732,42.231862,-79.116414,27
1679,14733,42.160122,-79.172199,27
1680,14735,42.45269,-78.096169,13
1681,14736,42.140845,-79.746108,27
1682,14737,42.32905,-78.428611,13
1683,14738,42.055006,-79.084541,27
1684,14739,42.192604,-78.146295,13
1685,14740,42.223203,-79.181435,27
1686,14741,42.219966,-78.611624,13
1687,14742,42.120123,-79.306839,27
1688,14743,42.211871,-78.396009,13
1689,14744,42.4281,-78.206654,13
1690,14747,42.153715,-79.094518,27
1691,14748,42.157106,-78.643074,13
1692,14750,42.079766,-79.329244,27
1693,14752,42.351728,-79.319857,27
1694,14753,42.036032,-78.664372,13
1695,14754,42.021908,-78.201569,13
1696,14755,42.233756,-78.804596,17
1697,14756,42.198039,-79.421274,27
1698,14757,42.237679,-79.504709,27
1699,14760,42.077027,-78.418429,13
1700,14767,42.057352,-79.514135,27
1701,14769,42.367931,-79.472317,27
1702,14770,42.037929,-78.300296,13
1703,14772,42.15747,-78.952618,17
1704,14774,42.088367,-78.149093,13
1705,14775,42.228753,-79.699933,27
1706,14777,42.38608,-78.273772,13
1707,14778,42.077584,-78.483239,13
1708,14779,42.081231,-78.777985,17
1709,14781,42.161603,-79.601288,27
1710,14782,42.265508,-79.263865,27
